"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009-04","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","590124","","","","0"
"2009-05","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","612881","","","","0"
"2009-06","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","604710","","","","0"
"2009-07","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","562040","","","","0"
"2009-08","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","550900","","","","0"
"2009-09","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","605840","","","","0"
"2009-10","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","699441","","","","0"
"2009-11","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","646545","","","","0"
"2009-12","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","690877","","","","0"
"2010-01","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","673980","","","","0"
"2010-02","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","614164","","","","0"
"2010-03","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","759620","","","","0"
"2010-04","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","657069","","","","0"
"2010-05","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","646922","","","","0"
"2010-06","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","645110","","","","0"
"2010-07","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","760634","","","","0"
"2010-08","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","754692","","","","0"
"2010-09","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","628494","","","","0"
"2010-10","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","785760","","","","0"
"2010-11","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","768272","","","","0"
"2010-12","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","876114","","","","0"
"2011-01","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","888832","","","","0"
"2011-02","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","752167","","","","0"
"2011-03","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","804547","","","","0"
"2011-04","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","631691","","","","0"
"2011-05","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","596834","","","","0"
"2011-06","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","654814","","","","0"
"2011-07","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","739014","","","","0"
"2011-08","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","721109","","","","0"
"2011-09","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","535248","","","","0"
"2011-10","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","735331","","","","0"
"2011-11","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","753851","","","","0"
"2011-12","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","755415","","","","0"
"2012-01","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","859822","","","","0"
"2012-02","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","788763","","","","0"
"2012-03","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","780703","","","","0"
"2012-04","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","695434","","","","0"
"2012-05","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","693919","","","","0"
"2012-06","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","692625","","","","0"
"2012-07","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","809374","","","","0"
"2012-08","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","762085","","","","0"
"2012-09","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","675179","","","","0"
"2012-10","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","693284","","","","0"
"2012-11","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","746373","","","","0"
"2012-12","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","806258","","","","0"
"2013-01","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","931905","","","","0"
"2013-02","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","846531","","","","0"
"2013-03","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","933655","","","","0"
"2013-04","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","822575","","","","0"
"2013-05","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","728372","","","","0"
"2013-06","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","592166","","","","0"
"2013-07","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","707646","","","","0"
"2013-08","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","652519","","","","0"
"2013-09","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","621664","","","","0"
"2013-10","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","673291","","","","0"
"2013-11","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","699385","","","","0"
"2013-12","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","815315","","","","0"
"2014-01","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","842435","","","","0"
